date,station,天気概況,平均気温,平均風速,最多風向,降水量の合計
2023/1/1,八代,0,5.7,1.1,東,0.0
2023/1/1,本渡,0,5.5,1.4,西,0.0
2023/1/1,松島,0,4.9,1.5,南西,0.0
2023/1/1,水俣,0,4.8,1.7,東,0.0
2023/1/1,牛深,8,8.6,2.1,北北東,0
2023/1/10,八代,0,8.3,1.4,北東,0.0
2023/1/10,本渡,0,9.1,2.7,北東,0.0
2023/1/10,松島,0,8.9,2.3,北北東,0.0
2023/1/10,水俣,0,8.9,2.4,東,0.0
2023/1/10,牛深,8,12.0,3.0,北東,0
2023/1/11,八代,0,7.9,0.7,南西,0.0
2023/1/11,本渡,0,7.6,1.5,西,0.0
2023/1/11,松島,0,7.8,1.4,南西,0.0
2023/1/11,水俣,0,9.5,1.6,東,0.0
2023/1/11,牛深,8,12.2,2.7,北東,0
2023/1/12,八代,0,10.4,0.8,北東,0.0
2023/1/12,本渡,0,10.0,1.0,西南西,0.0
2023/1/12,松島,0,10.2,1.0,南西,0.0
2023/1/12,水俣,0,13.6,1.5,南東,0.0
2023/1/12,牛深,8,15.1,3.2,東北東,0.0
2023/1/13,八代,0,16.3,3.7,南南東,12.5
2023/1/13,本渡,0,16.4,4.8,南,35.5
2023/1/13,松島,0,15.6,3.5,南南西,20.5
2023/1/13,水俣,0,16.8,2.7,東南東,35.5
2023/1/13,牛深,8,18.0,5.3,南東,56.0
2023/1/14,八代,0,16.8,1.6,南西,26.0
2023/1/14,本渡,0,16.8,1.7,北東,16.5
2023/1/14,松島,0,16.6,1.8,北北東,20.5
2023/1/14,水俣,0,17.1,1.6,北東,36.5
2023/1/14,牛深,8,17.5,2.2,南西,30.0
2023/1/15,八代,0,12.7,1.1,北北西,3.0
2023/1/15,本渡,0,12.4,1.1,西,3.0
2023/1/15,松島,0,12.7,1.9,北北東,1.0
2023/1/15,水俣,0,13.1,2.3,北北東,1.5
2023/1/15,牛深,8,13.6,1.7,北西,0.5
2023/1/16,八代,0,8.6,2.0,北北東,6.5
2023/1/16,本渡,0,7.5,1.1,西,2.0
2023/1/16,松島,0,8.8,2.0,北,1.0
2023/1/16,水俣,0,9.2,3.4,北西,1.5
2023/1/16,牛深,8,8.9,2.8,西北西,1.5
2023/1/17,八代,0,7.3,1.3,西北西,0.0
2023/1/17,本渡,0,6.6,1.1,西,2.0
2023/1/17,松島,0,7.2,1.4,南西,1.5
2023/1/17,水俣,0,7.4,1.8,北北西,0.0
2023/1/17,牛深,8,8.5,1.9,北,1.0
2023/1/18,八代,0,7.1,1.5,東北東,0.0
2023/1/18,本渡,0,6.3,1.1,西,0.0
2023/1/18,松島,0,7.3,1.9,北北東,0.0
2023/1/18,水俣,0,7.4,2.3,北北東,0.0
2023/1/18,牛深,8,8.0,1.5,北北東,0.0
2023/1/19,八代,0,6.1,1.3,北北東,0.0
2023/1/19,本渡,0,5.7,1.3,西南西,0.0
2023/1/19,松島,0,6.2,1.7,北北東,0.0
2023/1/19,水俣,0,5.8,1.6,東南東,0.0
2023/1/19,牛深,8,7.6,2.0,北北東,0.0
2023/1/2,八代,0,5.8,1.1,北北東,0.0
2023/1/2,本渡,0,6.2,1.6,西,0.0
2023/1/2,松島,0,5.7,1.8,南西,0.0
2023/1/2,水俣,0,5.7,1.8,東,0.0
2023/1/2,牛深,8,9.0,2.0,北,0
2023/1/20,八代,0,7.3,1.2,北西,0.0
2023/1/20,本渡,0,6.8,1.2,西南西,0.0
2023/1/20,松島,0,7.2,1.8,南南西,0.0
2023/1/20,水俣,0,7.5,2.6,東,0.0
2023/1/20,牛深,8,9.4,2.3,北北東,0.0
2023/1/21,八代,0,4.3,1.1,東,0.0
2023/1/21,本渡,0,3.9,1.8,西,0.0
2023/1/21,松島,0,4.0,1.7,南西,0.0
2023/1/21,水俣,0,4.4,2.1,東南東,0.0
2023/1/21,牛深,8,6.7,2.1,北,0
2023/1/22,八代,0,4.2,1.1,北東,9.5
2023/1/22,本渡,0,5.1,2.6,東北東,19.0
2023/1/22,松島,0,5.4,1.9,北北東,13.5
2023/1/22,水俣,0,5.4,1.5,東,4.5
2023/1/22,牛深,8,7.8,4.0,東北東,4.5
2023/1/23,八代,0,7.8,1.3,東北東,9.0
2023/1/23,本渡,0,9.2,3.2,北東,7.0
2023/1/23,松島,0,8.9,3.2,北北東,8.0
2023/1/23,水俣,0,8.7,2.1,北北東,4.5
2023/1/23,牛深,8,10.1,3.0,北東,4.0
2023/1/24,八代,0,2.4,3.0,北西,0.0
2023/1/24,本渡,0,1.8,2.0,西,2.0
2023/1/24,松島,0,2.6,4.2,北,0.0
2023/1/24,水俣,0,2.6,5.4,北北西,1.5
2023/1/24,牛深,8,3.5,4.0,西北西,7.5
2023/1/25,八代,0,-0.4,2.3,北東,0.0
2023/1/25,本渡,0,-0.6,2.2,北,0.0
2023/1/25,松島,0,-0.5,2.6,北,0.0
2023/1/25,水俣,0,-0.7,3.6,北,0.0
2023/1/25,牛深,8,0.4,2.5,北北東,4.0
2023/1/26,八代,0,3.9,1.1,東北東,0.0
2023/1/26,本渡,0,3.5,1.4,西南西,0.0
2023/1/26,松島,0,3.8,1.3,南西,0.0
2023/1/26,水俣,0,4.1,1.8,東,0.5
2023/1/26,牛深,8,5.6,3.0,北北東,2.0
2023/1/27,八代,0,4.1,1.9,北東,4.5
2023/1/27,本渡,0,4.1,1.5,西南西,4.5
2023/1/27,松島,0,4.7,2.7,北,2.5
2023/1/27,水俣,0,5.2,4.2,北北西,5.5
2023/1/27,牛深,8,5.7,2.8,北北東,11.5
2023/1/28,八代,0,1.4,2.1,北北東,0.0
2023/1/28,本渡,0,1.5,1.6,北北西,0.0
2023/1/28,松島,0,1.7,2.5,北,0.0
2023/1/28,水俣,0,2.4,3.9,北北西,0.0
2023/1/28,牛深,8,2.2,2.1,北東,2.5
2023/1/29,八代,0,4.0,1.2,東北東,0.0
2023/1/29,本渡,0,3.3,1.0,西南西,1.0
2023/1/29,松島,0,3.7,1.3,南西,0.0
2023/1/29,水俣,0,3.4,1.4,東,0.0
2023/1/29,牛深,8,5.0,2.2,北北東,4.0
2023/1/3,八代,0,3.7,1.0,東,0.0
2023/1/3,本渡,0,4.3,1.4,西南西,0.0
2023/1/3,松島,0,3.9,2.0,南西,0.0
2023/1/3,水俣,0,3.8,1.6,東,0.0
2023/1/3,牛深,8,7.5,2.0,北北東,0
2023/1/30,八代,0,5.6,1.4,北,0.5
2023/1/30,本渡,0,5.1,1.5,西,1.0
2023/1/30,松島,0,6.0,2.1,北北東,0.5
2023/1/30,水俣,0,5.3,2.2,東,0.5
2023/1/30,牛深,8,7.7,2.9,西北西,2.5
2023/1/31,八代,0,4.7,1.0,西北西,0.0
2023/1/31,本渡,0,4.3,1.8,西,0.0
2023/1/31,松島,0,3.9,1.5,南西,0.0
2023/1/31,水俣,0,4.7,1.7,東,0.0
2023/1/31,牛深,8,7.9,2.3,北東,0
2023/1/4,八代,0,4.7,1.3,東北東,0.0
2023/1/4,本渡,0,4.7,1.5,西,0.0
2023/1/4,松島,0,4.1,1.9,南西,0.0
2023/1/4,水俣,0,3.8,1.9,東,0.0
2023/1/4,牛深,8,7.8,2.1,北北東,0
2023/1/5,八代,0,4.7,1.0,南南西,0.0
2023/1/5,本渡,0,4.5,1.6,西,0.0
2023/1/5,松島,0,4.4,1.7,南南西,0.0
2023/1/5,水俣,0,4.5,1.8,東,0.0
2023/1/5,牛深,8,8.2,1.9,北北東,0
2023/1/6,八代,0,6.3,0.8,東北東,0.0
2023/1/6,本渡,0,6.1,1.0,西,0.0
2023/1/6,松島,0,6.0,1.1,南西,0.0
2023/1/6,水俣,0,6.4,1.5,東,0.0
2023/1/6,牛深,8,9.4,2.1,北北東,0.0
2023/1/7,八代,0,7.9,1.8,西北西,3.0
2023/1/7,本渡,0,7.2,1.3,西,5.0
2023/1/7,松島,0,8.5,1.9,北北東,4.5
2023/1/7,水俣,0,8.8,3.0,北北西,4.0
2023/1/7,牛深,8,10.6,3.5,西北西,2.5
2023/1/8,八代,0,5.5,0.9,東南東,0.0
2023/1/8,本渡,0,5.9,1.5,西,0.0
2023/1/8,松島,0,5.5,1.6,南西,0.0
2023/1/8,水俣,0,5.7,1.5,東,0.0
2023/1/8,牛深,8,9.3,1.9,北東,0
2023/1/9,八代,0,7.6,0.9,南西,0.0
2023/1/9,本渡,0,7.9,1.5,西,0.0
2023/1/9,松島,0,7.3,1.8,南西,0.0
2023/1/9,水俣,0,7.8,1.5,東,0.0
2023/1/9,牛深,8,11.8,2.4,東北東,0
2023/10/1,八代,0,24.1,1.7,北東,0.5
2023/10/1,本渡,0,23.8,1.3,北,0.0
2023/10/1,松島,0,24.8,2.9,北北東,0.0
2023/10/1,水俣,0,23.7,2.0,東,0.0
2023/10/1,牛深,8,24.6,1.9,北北西,7.0
2023/10/10,八代,0,21.3,1.9,北東,0.0
2023/10/10,本渡,0,21.3,1.7,北,0.0
2023/10/10,松島,0,22.5,3.5,北北東,0.0
2023/10/10,水俣,0,22.0,3.0,北北東,0.0
2023/10/10,牛深,8,22.5,2.2,西北西,0
2023/10/11,八代,0,20.5,1.8,北東,0.0
2023/10/11,本渡,0,20.6,3.5,北東,0.0
2023/10/11,松島,0,21.6,3.4,北北東,0.0
2023/10/11,水俣,0,19.4,2.1,東南東,0.0
2023/10/11,牛深,8,22.0,3.3,東北東,0
2023/10/12,八代,0,18.8,1.6,北北東,0.0
2023/10/12,本渡,0,18.7,2.5,西,0.0
2023/10/12,松島,0,19.3,2.7,南西,0.0
2023/10/12,水俣,0,18.3,2.3,北,0.0
2023/10/12,牛深,8,21.5,3.0,北東,0
2023/10/13,八代,0,19.0,0.8,南南東,0.0
2023/10/13,本渡,0,19.1,1.5,西,0.0
2023/10/13,松島,0,19.0,1.4,南西,0.0
2023/10/13,水俣,0,18.9,1.5,東南東,0.0
2023/10/13,牛深,8,21.5,2.1,北東,0
2023/10/14,八代,0,20.2,0.7,北西,0.5
2023/10/14,本渡,0,20.1,1.3,西南西,0.0
2023/10/14,松島,0,20.1,1.2,南西,0.0
2023/10/14,水俣,0,20.0,1.3,東,0.0
2023/10/14,牛深,8,21.9,1.8,北,0.0
2023/10/15,八代,0,19.8,1.5,東南東,0.5
2023/10/15,本渡,0,18.8,1.5,西,0.0
2023/10/15,松島,0,19.6,1.6,南西,0.0
2023/10/15,水俣,0,19.3,2.0,西北西,0.0
2023/10/15,牛深,8,21.8,2.6,西北西,0.0
2023/10/16,八代,0,19.2,1.2,西北西,0.0
2023/10/16,本渡,0,18.6,1.4,西,0.0
2023/10/16,松島,0,18.6,1.6,南西,0.0
2023/10/16,水俣,0,18.3,1.6,東北東,0.0
2023/10/16,牛深,8,21.6,2.2,西北西,0
2023/10/17,八代,0,19.0,1.1,西,0.0
2023/10/17,本渡,0,18.2,1.2,西,0.0
2023/10/17,松島,0,18.6,1.4,南西,0.0
2023/10/17,水俣,0,18.1,1.3,東,0.0
2023/10/17,牛深,8,20.8,2.5,北北西,0
2023/10/18,八代,0,19.0,1.0,西南西,0.0
2023/10/18,本渡,0,18.4,1.5,西,0.0
2023/10/18,松島,0,18.4,1.5,南西,0.0
2023/10/18,水俣,0,18.5,1.6,東,0.0
2023/10/18,牛深,8,20.6,2.1,北東,0
2023/10/19,八代,0,19.6,1.0,西,0.0
2023/10/19,本渡,0,18.9,1.3,西南西,0.0
2023/10/19,松島,0,18.7,1.6,南西,0.0
2023/10/19,水俣,0,18.8,1.4,東北東,0.0
2023/10/19,牛深,8,20.9,1.6,南南西,0
2023/10/2,八代,0,21.8,1.6,北東,0.0
2023/10/2,本渡,0,22.7,3.4,北東,0.0
2023/10/2,松島,0,22.8,2.9,北北東,0.0
2023/10/2,水俣,0,20.8,2.3,東南東,1
2023/10/2,牛深,8,23.4,3.0,北東,0
2023/10/20,八代,0,18.1,1.9,東北東,5.0
2023/10/20,本渡,0,17.5,1.3,西,3.0
2023/10/20,松島,0,18.5,2.2,北北西,3.5
2023/10/20,水俣,0,18.8,2.7,北北西,10.0
2023/10/20,牛深,8,19.8,1.8,北北西,16.0
2023/10/21,八代,0,15.6,2.0,北東,0.0
2023/10/21,本渡,0,14.9,1.5,西南西,0.0
2023/10/21,松島,0,15.8,2.6,北,0.0
2023/10/21,水俣,0,15.8,3.2,北北西,0.0
2023/10/21,牛深,8,17.2,2.2,北,0
2023/10/22,八代,0,16.1,1.1,東南東,0.0
2023/10/22,本渡,0,15.4,1.6,西,0.0
2023/10/22,松島,0,15.4,1.5,南西,0.0
2023/10/22,水俣,0,15.2,1.6,東,0.0
2023/10/22,牛深,8,18.3,1.9,北北東,0
2023/10/23,八代,0,16.7,0.9,西北西,0.0
2023/10/23,本渡,0,16.3,1.3,西,0.0
2023/10/23,松島,0,15.9,1.5,南西,0.0
2023/10/23,水俣,0,16.2,1.5,東,0.0
2023/10/23,牛深,8,19.4,2.5,北,0
2023/10/24,八代,0,16.4,0.9,南南西,0.0
2023/10/24,本渡,0,16.2,1.5,西南西,0.0
2023/10/24,松島,0,15.9,1.4,南西,0.0
2023/10/24,水俣,0,15.7,1.6,東,0.0
2023/10/24,牛深,8,18.7,1.9,北北東,0
2023/10/25,八代,0,17.3,1.0,北北西,0.0
2023/10/25,本渡,0,17.1,1.6,西,0.0
2023/10/25,松島,0,16.8,1.7,南西,0.0
2023/10/25,水俣,0,16.7,1.7,東,0.0
2023/10/25,牛深,8,20.3,2.4,北北東,0
2023/10/26,八代,0,16.9,0.9,西北西,0.0
2023/10/26,本渡,0,17.0,1.4,西,0.0
2023/10/26,松島,0,16.4,1.5,南西,0.0
2023/10/26,水俣,0,16.3,1.7,東,0.0
2023/10/26,牛深,8,19.7,2.1,北北東,0
2023/10/27,八代,0,16.6,1.4,南西,4.5
2023/10/27,本渡,0,15.7,2.0,西,14.5
2023/10/27,松島,0,16.7,2.1,南西,8.0
2023/10/27,水俣,0,15.7,1.7,東,4.5
2023/10/27,牛深,8,18.1,1.8,北,29.5
2023/10/28,八代,0,17.1,1.4,東北東,0.0
2023/10/28,本渡,0,16.2,1.7,西,0.0
2023/10/28,松島,0,17.4,2.2,北北東,0.0
2023/10/28,水俣,0,16.1,1.8,東,0.0
2023/10/28,牛深,8,18.2,2.1,北東,0
2023/10/29,八代,0,15.3,1.3,北東,0.0
2023/10/29,本渡,0,16.2,2.2,北東,0.0
2023/10/29,松島,0,16.2,2.3,北北東,0.0
2023/10/29,水俣,0,14.9,2.2,東南東,0.0
2023/10/29,牛深,8,18.2,2.5,北東,0
2023/10/3,八代,0,22.5,1.1,南東,0.0
2023/10/3,本渡,0,21.5,1.7,西,0.0
2023/10/3,松島,0,22.0,1.7,北北東,0.0
2023/10/3,水俣,0,22.3,1.9,東南東,0.0
2023/10/3,牛深,8,24.6,2.9,北東,0.0
2023/10/30,八代,0,14.7,0.9,東南東,0.0
2023/10/30,本渡,0,14.7,2.0,西,0.0
2023/10/30,松島,0,14.0,1.7,南西,0.0
2023/10/30,水俣,0,14.6,1.8,東南東,0.0
2023/10/30,牛深,8,17.9,2.5,北東,0
2023/10/31,八代,0,15.2,0.9,西北西,0.0
2023/10/31,本渡,0,15.1,1.6,西,0.0
2023/10/31,松島,0,14.8,1.6,南西,0.0
2023/10/31,水俣,0,14.6,1.7,東,0.0
2023/10/31,牛深,8,18.7,2.5,北北東,0
2023/10/4,八代,0,24.5,1.3,北北東,0.0
2023/10/4,本渡,0,23.7,1.6,西,0.0
2023/10/4,松島,0,24.3,2.0,北北東,0.0
2023/10/4,水俣,0,23.7,1.7,東南東,0.0
2023/10/4,牛深,8,25.4,3.0,北西,0.0
2023/10/5,八代,0,21.4,1.7,北東,0.0
2023/10/5,本渡,0,20.0,1.0,西,0.0
2023/10/5,松島,0,21.4,2.4,北北東,0.0
2023/10/5,水俣,0,21.4,1.9,東,0.0
2023/10/5,牛深,8,22.1,1.7,北西,0.0
2023/10/6,八代,0,19.7,1.7,北東,0.0
2023/10/6,本渡,0,20.5,2.4,北東,0.0
2023/10/6,松島,0,20.8,2.7,北北東,0.0
2023/10/6,水俣,0,19.1,2.2,東,0.0
2023/10/6,牛深,8,21.4,2.3,北北東,0
2023/10/7,八代,0,21.0,1.3,北西,0.0
2023/10/7,本渡,0,20.5,1.8,東北東,0.0
2023/10/7,松島,0,21.1,1.8,北北東,0.0
2023/10/7,水俣,0,20.0,1.9,東南東,0.5
2023/10/7,牛深,8,21.7,2.4,東,1.0
2023/10/8,八代,0,17.2,1.4,北東,53.5
2023/10/8,本渡,0,17.6,3.2,東北東,65.0
2023/10/8,松島,0,18.3,2.7,北北東,55.0
2023/10/8,水俣,0,17.1,1.5,東南東,53.5
2023/10/8,牛深,8,18.5,5.6,東北東,55.0
2023/10/9,八代,0,21.2,1.2,東北東,1.0
2023/10/9,本渡,0,21.4,1.8,北東,0.0
2023/10/9,松島,0,21.8,2.4,北北東,0.5
2023/10/9,水俣,0,21.1,1.5,北北東,0.0
2023/10/9,牛深,8,22.6,2.6,東北東,0.0
2023/11/1,八代,0,16.3,0.8,西南西,0.0
2023/11/1,本渡,0,16.5,1.3,西南西,0.0
2023/11/1,松島,0,15.9,1.4,南西,0.0
2023/11/1,水俣,0,15.7,1.6,東,0.0
2023/11/1,牛深,8,18.6,2.1,北東,0
2023/11/10,八代,0,17.3,1.7,北東,11.0
2023/11/10,本渡,0,17.2,1.0,西北西,11.0
2023/11/10,松島,0,17.7,2.0,北北東,11.0
2023/11/10,水俣,0,18.1,2.3,北東,14.0
2023/11/10,牛深,8,18.4,2.4,北東,17.0
2023/11/11,八代,0,15.3,1.6,北東,0.5
2023/11/11,本渡,0,15.2,2.2,西,0.0
2023/11/11,松島,0,16.4,2.9,北北東,0.0
2023/11/11,水俣,0,15.3,2.2,東北東,0.0
2023/11/11,牛深,8,16.3,2.1,北,0
2023/11/12,八代,0,13.5,1.6,北,0.0
2023/11/12,本渡,0,12.9,1.1,西,0.5
2023/11/12,松島,0,13.9,2.1,北,0.0
2023/11/12,水俣,0,14.1,3.6,北北西,0.0
2023/11/12,牛深,8,14.7,2.5,北西,0.0
2023/11/13,八代,0,10.5,2.2,北,0.0
2023/11/13,本渡,0,9.8,1.5,北,1.0
2023/11/13,松島,0,10.7,2.9,北,0.0
2023/11/13,水俣,0,10.2,3.4,北北西,0.0
2023/11/13,牛深,8,11.7,2.4,北,0.0
2023/11/14,八代,0,10.2,1.1,西,0.0
2023/11/14,本渡,0,10.2,1.3,西,0.0
2023/11/14,松島,0,10.1,1.6,南西,0.0
2023/11/14,水俣,0,9.6,1.7,東,0.0
2023/11/14,牛深,8,12.9,2.2,北北東,0
2023/11/15,八代,0,12.2,1.2,北北西,0.0
2023/11/15,本渡,0,11.8,1.4,西,0.0
2023/11/15,松島,0,11.6,1.7,南西,0.0
2023/11/15,水俣,0,11.1,1.7,東,0.0
2023/11/15,牛深,8,14.0,1.9,北北西,0.5
2023/11/16,八代,0,11.8,1.3,南南東,17.0
2023/11/16,本渡,0,11.6,1.6,西南西,15.0
2023/11/16,松島,0,11.8,1.6,南西,15.0
2023/11/16,水俣,0,12.0,1.9,東,22.0
2023/11/16,牛深,8,14.5,2.5,北東,15.5
2023/11/17,八代,0,10.1,1.3,南,16.0
2023/11/17,本渡,0,10.4,1.7,西,14.5
2023/11/17,松島,0,10.7,1.6,南西,17.5
2023/11/17,水俣,0,11.1,2.0,東南東,10.0
2023/11/17,牛深,8,12.6,3.8,西北西,6.5
2023/11/18,八代,0,9.2,2.1,北西,4.5
2023/11/18,本渡,0,9.9,2.0,西,7.5
2023/11/18,松島,0,10.5,2.8,北北東,5.0
2023/11/18,水俣,0,11.2,4.3,西北西,3.5
2023/11/18,牛深,8,11.9,4.8,西北西,2.5
2023/11/19,八代,0,12.1,1.1,東南東,0.0
2023/11/19,本渡,0,11.4,1.0,西南西,0.0
2023/11/19,松島,0,12.0,1.4,南西,0.0
2023/11/19,水俣,0,12.4,1.6,東,0.0
2023/11/19,牛深,8,15.2,2.5,西北西,0.0
2023/11/2,八代,0,17.0,0.7,南西,0.0
2023/11/2,本渡,0,17.3,1.4,西南西,0.0
2023/11/2,松島,0,16.5,1.5,南西,0.0
2023/11/2,水俣,0,16.3,1.5,東,0.0
2023/11/2,牛深,8,19.7,1.9,北東,0
2023/11/20,八代,0,12.7,1.1,北,0.0
2023/11/20,本渡,0,12.5,1.6,西,0.0
2023/11/20,松島,0,11.9,1.7,南西,0.0
2023/11/20,水俣,0,12.5,1.8,東,0.0
2023/11/20,牛深,8,16.4,2.4,西北西,0
2023/11/21,八代,0,12.4,0.7,南南西,0.0
2023/11/21,本渡,0,12.4,1.5,西,0.0
2023/11/21,松島,0,11.9,1.4,南南西,0.0
2023/11/21,水俣,0,13.0,1.4,東,0.0
2023/11/21,牛深,8,16.3,2.3,北東,0
2023/11/22,八代,0,14.4,0.8,北北東,0.0
2023/11/22,本渡,0,14.1,1.3,西,0.0
2023/11/22,松島,0,13.5,1.4,南西,0.0
2023/11/22,水俣,0,14.9,1.4,東,0.0
2023/11/22,牛深,8,17.4,2.0,北東,0
2023/11/23,八代,0,17.5,1.6,南,0.0
2023/11/23,本渡,0,16.8,1.9,西南西,0.0
2023/11/23,松島,0,16.8,2.3,南南西,0.0
2023/11/23,水俣,0,16.3,1.4,東,0.0
2023/11/23,牛深,8,18.8,2.3,北東,0
2023/11/24,八代,0,12.8,2.2,北東,0.0
2023/11/24,本渡,0,12.5,1.4,北北西,0.0
2023/11/24,松島,0,13.5,3.2,北北東,0.0
2023/11/24,水俣,0,14.0,4.1,北北西,0.0
2023/11/24,牛深,8,13.4,2.4,西北西,0
2023/11/25,八代,0,8.2,1.6,北東,0.0
2023/11/25,本渡,0,8.5,2.6,西,0.0
2023/11/25,松島,0,9.1,3.2,北北東,0.0
2023/11/25,水俣,0,9.1,2.6,東北東,0.0
2023/11/25,牛深,8,10.5,2.2,北北東,0
2023/11/26,八代,0,11.8,0.8,南,0.0
2023/11/26,本渡,0,11.4,1.3,西,0.0
2023/11/26,松島,0,11.4,1.4,南西,0.0
2023/11/26,水俣,0,12.3,1.4,東南東,0.0
2023/11/26,牛深,8,14.1,2.1,北,0
2023/11/27,八代,0,15.4,1.5,南西,1.5
2023/11/27,本渡,0,14.7,1.7,西南西,1.0
2023/11/27,松島,0,15.3,1.6,南南西,0.0
2023/11/27,水俣,0,14.8,1.4,東南東,1.5
2023/11/27,牛深,8,16.6,2.6,西,4.0
2023/11/28,八代,0,13.5,1.5,西北西,0.5
2023/11/28,本渡,0,12.7,1.2,西,0.5
2023/11/28,松島,0,13.5,1.7,北,0.0
2023/11/28,水俣,0,13.6,2.4,北北西,0.0
2023/11/28,牛深,8,15.4,2.9,西北西,0.0
2023/11/29,八代,0,12.6,1.1,西,0.0
2023/11/29,本渡,0,11.5,1.1,西,0.0
2023/11/29,松島,0,11.8,1.5,南西,0.0
2023/11/29,水俣,0,11.3,1.5,東,0.0
2023/11/29,牛深,8,14.1,1.8,北北東,0
2023/11/3,八代,0,18.4,0.9,南西,0.0
2023/11/3,本渡,0,18.0,1.6,西南西,0.0
2023/11/3,松島,0,17.6,1.5,南西,0.0
2023/11/3,水俣,0,18.3,1.5,東北東,0.0
2023/11/3,牛深,8,20.9,2.0,北東,0
2023/11/30,八代,0,10.6,1.9,北東,0.0
2023/11/30,本渡,0,10.0,1.1,西,0.0
2023/11/30,松島,0,11.1,1.9,北,0.0
2023/11/30,水俣,0,11.2,3.3,北北西,0.0
2023/11/30,牛深,8,11.5,2.4,西北西,0.0
2023/11/4,八代,0,19.5,0.8,南,0.0
2023/11/4,本渡,0,19.0,1.3,西,0.0
2023/11/4,松島,0,18.4,1.4,南南西,0.0
2023/11/4,水俣,0,19.4,1.2,東南東,0.0
2023/11/4,牛深,8,21.9,2.1,北東,0
2023/11/5,八代,0,21.8,1.4,東南東,0.0
2023/11/5,本渡,0,20.6,1.4,西,0.0
2023/11/5,松島,0,20.8,1.5,南西,0.0
2023/11/5,水俣,0,21.9,2.3,南東,0.0
2023/11/5,牛深,8,23.5,3.1,東,0
2023/11/6,八代,0,22.3,2.9,南,21.5
2023/11/6,本渡,0,21.0,3.2,南,21.5
2023/11/6,松島,0,21.8,2.8,南西,12.0
2023/11/6,水俣,0,21.5,2.2,東南東,27.0
2023/11/6,牛深,8,22.4,3.7,南東,10.5
2023/11/7,八代,0,16.4,1.5,東北東,0.0
2023/11/7,本渡,0,15.7,1.1,西,0.0
2023/11/7,松島,0,16.8,2.0,北北東,0.0
2023/11/7,水俣,0,16.7,2.7,北北西,0.0
2023/11/7,牛深,8,17.9,2.5,西北西,0.0
2023/11/8,八代,0,14.7,0.8,東北東,0.0
2023/11/8,本渡,0,14.5,1.5,西南西,0.0
2023/11/8,松島,0,14.6,1.6,南西,0.0
2023/11/8,水俣,0,14.7,1.6,東南東,0.0
2023/11/8,牛深,8,17.2,1.8,北東,0
2023/11/9,八代,0,18.7,0.9,東南東,0.0
2023/11/9,本渡,0,18.4,1.2,西,0.0
2023/11/9,松島,0,18.1,1.3,南西,0.0
2023/11/9,水俣,0,19.9,1.8,東南東,0.0
2023/11/9,牛深,8,21.2,2.5,東北東,0.0
2023/12/1,八代,0,8.6,1.8,北東,0.5
2023/12/1,本渡,0,7.9,1.1,西,2.0
2023/12/1,松島,0,9.1,2.0,北,0.0
2023/12/1,水俣,0,9.5,3.2,北北西,0.5
2023/12/1,牛深,8,9.5,2.0,西北西,3.0
2023/12/10,八代,0,13.6,0.7,南南西,0.0
2023/12/10,本渡,0,13.8,1.5,西,0.0
2023/12/10,松島,0,13.0,1.3,南西,0.0
2023/12/10,水俣,0,14.5,1.4,東,0.0
2023/12/10,牛深,8,17.1,2.3,東北東,0.0
2023/12/11,八代,0,15.8,1.4,南西,8.5
2023/12/11,本渡,0,16.0,2.8,南,9.0
2023/12/11,松島,0,16.1,2.1,南南西,9.5
2023/12/11,水俣,0,16.8,2.2,南東,7.0
2023/12/11,牛深,8,18.2,4.1,東,11.5
2023/12/12,八代,0,16.2,1.7,南南西,2.0
2023/12/12,本渡,0,16.0,1.3,西,1.0
2023/12/12,松島,0,16.7,2.4,北,1.0
2023/12/12,水俣,0,16.6,2.1,北東,4.0
2023/12/12,牛深,8,17.4,3.2,西,0.0
2023/12/13,八代,0,12.3,1.1,東北東,0.0
2023/12/13,本渡,0,13.2,2.6,北東,0.0
2023/12/13,松島,0,13.0,2.1,北北東,0.0
2023/12/13,水俣,0,13.1,2.0,東南東,0.0
2023/12/13,牛深,8,15.2,3.0,東北東,0
2023/12/14,八代,0,14.1,1.1,東北東,0.5
2023/12/14,本渡,0,14.1,1.4,西,0.0
2023/12/14,松島,0,14.1,1.3,南南西,0.0
2023/12/14,水俣,0,18.0,2.5,南東,0.0
2023/12/14,牛深,8,17.9,3.8,東北東,0.0
2023/12/15,八代,0,19.5,2.8,南,7.0
2023/12/15,本渡,0,19.8,2.8,南西,3.5
2023/12/15,松島,0,19.8,3.4,南南西,4.0
2023/12/15,水俣,0,20.4,2.2,東南東,8.5
2023/12/15,牛深,8,20.0,3.5,南西,9.5
2023/12/16,八代,0,11.4,1.9,西北西,7.5
2023/12/16,本渡,0,10.2,1.1,西,10.5
2023/12/16,松島,0,11.4,2.1,北,5.5
2023/12/16,水俣,0,12.0,3.1,北西,5.5
2023/12/16,牛深,8,11.9,3.4,西北西,7.0
2023/12/17,八代,0,5.3,2.8,北,0.0
2023/12/17,本渡,0,4.8,2.2,北,0.0
2023/12/17,松島,0,5.5,3.3,北,0.0
2023/12/17,水俣,0,5.8,4.7,北北西,0.5
2023/12/17,牛深,8,5.9,2.6,北北東,1.0
2023/12/18,八代,0,5.2,1.9,東,0.0
2023/12/18,本渡,0,5.0,1.3,西南西,0.0
